I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
47165,7492,108555,50430,-100795,-115045,Spoofed
47166,7493,108556,50431,-100794,-115044,Spoofed
47167,7494,108557,50432,-100793,-115043,Spoofed
47168,7495,108558,50433,-100792,-115042,Spoofed
47169,7496,108559,50434,-100791,-115041,Spoofed
47170,7497,108560,50435,-100790,-115040,Spoofed
47171,7498,108561,50436,-100789,-115039,Spoofed
47172,7499,108562,50437,-100788,-115038,Spoofed
47173,7500,108563,50438,-100787,-115037,Spoofed
47174,7501,108564,50439,-100786,-115036,Spoofed
47175,7502,108565,50440,-100785,-115035,Spoofed
47176,7503,108566,50441,-100784,-115034,Spoofed
47177,7504,108567,50442,-100783,-115033,Spoofed
47178,7505,108568,50443,-100782,-115032,Spoofed
47179,7506,108569,50444,-100781,-115031,Spoofed
47180,7507,108570,50445,-100780,-115030,Spoofed
47181,7508,108571,50446,-100779,-115029,Spoofed
47182,7509,108572,50447,-100778,-115028,Spoofed
47183,7510,108573,50448,-100777,-115027,Spoofed
47184,7511,108574,50449,-100776,-115026,Spoofed
47185,7512,108575,50450,-100775,-115025,Spoofed
47186,7513,108576,50451,-100774,-115024,Spoofed
47187,7514,108577,50452,-100773,-115023,Spoofed
47188,7515,108578,50453,-100772,-115022,Spoofed
47189,7516,108579,50454,-100771,-115021,Spoofed
47190,7517,108580,50455,-100770,-115020,Spoofed
47191,7518,108581,50456,-100769,-115019,Spoofed
47192,7519,108582,50457,-100768,-115018,Spoofed
47193,7520,108583,50458,-100767,-115017,Spoofed
47194,7521,108584,50459,-100766,-115016,Spoofed
47195,7522,108585,50460,-100765,-115015,Spoofed
47196,7523,108586,50461,-100764,-115014,Spoofed
47197,7524,108587,50462,-100763,-115013,Spoofed
47198,7525,108588,50463,-100762,-115012,Spoofed
47199,7526,108589,50464,-100761,-115011,Spoofed
47200,7527,108590,50465,-100760,-115010,Spoofed
47201,7528,108591,50466,-100759,-115009,Spoofed
47202,7529,108592,50467,-100758,-115008,Spoofed
47203,7530,108593,50468,-100757,-115007,Spoofed
47204,7531,108594,50469,-100756,-115006,Spoofed
47205,7532,108595,50470,-100755,-115005,Spoofed
47206,7533,108596,50471,-100754,-115004,Spoofed
47207,7534,108597,50472,-100753,-115003,Spoofed
47208,7535,108598,50473,-100752,-115002,Spoofed
47209,7536,108599,50474,-100751,-115001,Spoofed
47210,7537,108600,50475,-100750,-115000,Spoofed
47211,7538,108601,50476,-100749,-114999,Spoofed
47212,7539,108602,50477,-100748,-114998,Spoofed
47213,7540,108603,50478,-100747,-114997,Spoofed
47214,7541,108604,50479,-100746,-114996,Spoofed
47215,7542,108605,50480,-100745,-114995,Spoofed
47216,7543,108606,50481,-100744,-114994,Spoofed
47217,7544,108607,50482,-100743,-114993,Spoofed
47218,7545,108608,50483,-100742,-114992,Spoofed
47219,7546,108609,50484,-100741,-114991,Spoofed
47220,7547,108610,50485,-100740,-114990,Spoofed
47221,7548,108611,50486,-100739,-114989,Spoofed
47222,7549,108612,50487,-100738,-114988,Spoofed
47223,7550,108613,50488,-100737,-114987,Spoofed
47224,7551,108614,50489,-100736,-114986,Spoofed
47225,7552,108615,50490,-100735,-114985,Spoofed
47226,7553,108616,50491,-100734,-114984,Spoofed
47227,7554,108617,50492,-100733,-114983,Spoofed
47228,7555,108618,50493,-100732,-114982,Spoofed
47229,7556,108619,50494,-100731,-114981,Spoofed
47230,7557,108620,50495,-100730,-114980,Spoofed
47231,7558,108621,50496,-100729,-114979,Spoofed
47232,7559,108622,50497,-100728,-114978,Spoofed
47233,7560,108623,50498,-100727,-114977,Spoofed
47234,7561,108624,50499,-100726,-114976,Spoofed
47235,7562,108625,50500,-100725,-114975,Spoofed
47236,7563,108626,50501,-100724,-114974,Spoofed
47237,7564,108627,50502,-100723,-114973,Spoofed
47238,7565,108628,50503,-100722,-114972,Spoofed
47239,7566,108629,50504,-100721,-114971,Spoofed
47240,7567,108630,50505,-100720,-114970,Spoofed
47241,7568,108631,50506,-100719,-114969,Spoofed
47242,7569,108632,50507,-100718,-114968,Spoofed
47243,7570,108633,50508,-100717,-114967,Spoofed
47244,7571,108634,50509,-100716,-114966,Spoofed
47245,7572,108635,50510,-100715,-114965,Spoofed
47246,7573,108636,50511,-100714,-114964,Spoofed
47247,7574,108637,50512,-100713,-114963,Spoofed
47248,7575,108638,50513,-100712,-114962,Spoofed
47249,7576,108639,50514,-100711,-114961,Spoofed
47250,7577,108640,50515,-100710,-114960,Spoofed
47251,7578,108641,50516,-100709,-114959,Spoofed
47252,7579,108642,50517,-100708,-114958,Spoofed
47253,7580,108643,50518,-100707,-114957,Spoofed
47254,7581,108644,50519,-100706,-114956,Spoofed
47255,7582,108645,50520,-100705,-114955,Spoofed
47256,7583,108646,50521,-100704,-114954,Spoofed
47257,7584,108647,50522,-100703,-114953,Spoofed
47258,7585,108648,50523,-100702,-114952,Spoofed
47259,7586,108649,50524,-100701,-114951,Spoofed
47260,7587,108650,50525,-100700,-114950,Spoofed
47261,7588,108651,50526,-100699,-114949,Spoofed
47262,7589,108652,50527,-100698,-114948,Spoofed
47263,7590,108653,50528,-100697,-114947,Spoofed
47264,7591,108654,50529,-100696,-114946,Spoofed
47265,7592,108655,50530,-100695,-114945,Spoofed
47266,7593,108656,50531,-100694,-114944,Spoofed
47267,7594,108657,50532,-100693,-114943,Spoofed
47268,7595,108658,50533,-100692,-114942,Spoofed
47269,7596,108659,50534,-100691,-114941,Spoofed
47270,7597,108660,50535,-100690,-114940,Spoofed
47271,7598,108661,50536,-100689,-114939,Spoofed
47272,7599,108662,50537,-100688,-114938,Spoofed
47273,7600,108663,50538,-100687,-114937,Spoofed
47274,7601,108664,50539,-100686,-114936,Spoofed
47275,7602,108665,50540,-100685,-114935,Spoofed
47276,7603,108666,50541,-100684,-114934,Spoofed
47277,7604,108667,50542,-100683,-114933,Spoofed
47278,7605,108668,50543,-100682,-114932,Spoofed
47279,7606,108669,50544,-100681,-114931,Spoofed
47280,7607,108670,50545,-100680,-114930,Spoofed
47281,7608,108671,50546,-100679,-114929,Spoofed
47282,7609,108672,50547,-100678,-114928,Spoofed
47283,7610,108673,50548,-100677,-114927,Spoofed
47284,7611,108674,50549,-100676,-114926,Spoofed
47285,7612,108675,50550,-100675,-114925,Spoofed
47286,7613,108676,50551,-100674,-114924,Spoofed
47287,7614,108677,50552,-100673,-114923,Spoofed
47288,7615,108678,50553,-100672,-114922,Spoofed
47289,7616,108679,50554,-100671,-114921,Spoofed
47290,7617,108680,50555,-100670,-114920,Spoofed
47291,7618,108681,50556,-100669,-114919,Spoofed
47292,7619,108682,50557,-100668,-114918,Spoofed
47293,7620,108683,50558,-100667,-114917,Spoofed
47294,7621,108684,50559,-100666,-114916,Spoofed
47295,7622,108685,50560,-100665,-114915,Spoofed
47296,7623,108686,50561,-100664,-114914,Spoofed
47297,7624,108687,50562,-100663,-114913,Spoofed
47298,7625,108688,50563,-100662,-114912,Spoofed
47299,7626,108689,50564,-100661,-114911,Spoofed
47300,7627,108690,50565,-100660,-114910,Spoofed
47301,7628,108691,50566,-100659,-114909,Spoofed
47302,7629,108692,50567,-100658,-114908,Spoofed
47303,7630,108693,50568,-100657,-114907,Spoofed
47304,7631,108694,50569,-100656,-114906,Spoofed
47305,7632,108695,50570,-100655,-114905,Spoofed
47306,7633,108696,50571,-100654,-114904,Spoofed
47307,7634,108697,50572,-100653,-114903,Spoofed
47308,7635,108698,50573,-100652,-114902,Spoofed
47309,7636,108699,50574,-100651,-114901,Spoofed
47310,7637,108700,50575,-100650,-114900,Spoofed
47311,7638,108701,50576,-100649,-114899,Spoofed
47312,7639,108702,50577,-100648,-114898,Spoofed
47313,7640,108703,50578,-100647,-114897,Spoofed
47314,7641,108704,50579,-100646,-114896,Spoofed
47315,7642,108705,50580,-100645,-114895,Spoofed
47316,7643,108706,50581,-100644,-114894,Spoofed
47317,7644,108707,50582,-100643,-114893,Spoofed
47318,7645,108708,50583,-100642,-114892,Spoofed
47319,7646,108709,50584,-100641,-114891,Spoofed
47320,7647,108710,50585,-100640,-114890,Spoofed
47321,7648,108711,50586,-100639,-114889,Spoofed
47322,7649,108712,50587,-100638,-114888,Spoofed
47323,7650,108713,50588,-100637,-114887,Spoofed
47324,7651,108714,50589,-100636,-114886,Spoofed
47325,7652,108715,50590,-100635,-114885,Spoofed
47326,7653,108716,50591,-100634,-114884,Spoofed
47327,7654,108717,50592,-100633,-114883,Spoofed
47328,7655,108718,50593,-100632,-114882,Spoofed
47329,7656,108719,50594,-100631,-114881,Spoofed
47330,7657,108720,50595,-100630,-114880,Spoofed
47331,7658,108721,50596,-100629,-114879,Spoofed
47332,7659,108722,50597,-100628,-114878,Spoofed
47333,7660,108723,50598,-100627,-114877,Spoofed
47334,7661,108724,50599,-100626,-114876,Spoofed
47335,7662,108725,50600,-100625,-114875,Spoofed
47336,7663,108726,50601,-100624,-114874,Spoofed
47337,7664,108727,50602,-100623,-114873,Spoofed
47338,7665,108728,50603,-100622,-114872,Spoofed
47339,7666,108729,50604,-100621,-114871,Spoofed
47340,7667,108730,50605,-100620,-114870,Spoofed
47341,7668,108731,50606,-100619,-114869,Spoofed
47342,7669,108732,50607,-100618,-114868,Spoofed
47343,7670,108733,50608,-100617,-114867,Spoofed
47344,7671,108734,50609,-100616,-114866,Spoofed
47345,7672,108735,50610,-100615,-114865,Spoofed
47346,7673,108736,50611,-100614,-114864,Spoofed
47347,7674,108737,50612,-100613,-114863,Spoofed
47348,7675,108738,50613,-100612,-114862,Spoofed
47349,7676,108739,50614,-100611,-114861,Spoofed
47350,7677,108740,50615,-100610,-114860,Spoofed
47351,7678,108741,50616,-100609,-114859,Spoofed
47352,7679,108742,50617,-100608,-114858,Spoofed
47353,7680,108743,50618,-100607,-114857,Spoofed
47354,7681,108744,50619,-100606,-114856,Spoofed
47355,7682,108745,50620,-100605,-114855,Spoofed
47356,7683,108746,50621,-100604,-114854,Spoofed
47357,7684,108747,50622,-100603,-114853,Spoofed
47358,7685,108748,50623,-100602,-114852,Spoofed
47359,7686,108749,50624,-100601,-114851,Spoofed
47360,7687,108750,50625,-100600,-114850,Spoofed
47361,7688,108751,50626,-100599,-114849,Spoofed
47362,7689,108752,50627,-100598,-114848,Spoofed
47363,7690,108753,50628,-100597,-114847,Spoofed
47364,7691,108754,50629,-100596,-114846,Spoofed
47365,7692,108755,50630,-100595,-114845,Spoofed
47366,7693,108756,50631,-100594,-114844,Spoofed
47367,7694,108757,50632,-100593,-114843,Spoofed
47368,7695,108758,50633,-100592,-114842,Spoofed
47369,7696,108759,50634,-100591,-114841,Spoofed
47370,7697,108760,50635,-100590,-114840,Spoofed
47371,7698,108761,50636,-100589,-114839,Spoofed
47372,7699,108762,50637,-100588,-114838,Spoofed
47373,7700,108763,50638,-100587,-114837,Spoofed
47374,7701,108764,50639,-100586,-114836,Spoofed
47375,7702,108765,50640,-100585,-114835,Spoofed
47376,7703,108766,50641,-100584,-114834,Spoofed
47377,7704,108767,50642,-100583,-114833,Spoofed
47378,7705,108768,50643,-100582,-114832,Spoofed
47379,7706,108769,50644,-100581,-114831,Spoofed
47380,7707,108770,50645,-100580,-114830,Spoofed
47381,7708,108771,50646,-100579,-114829,Spoofed
47382,7709,108772,50647,-100578,-114828,Spoofed
47383,7710,108773,50648,-100577,-114827,Spoofed
47384,7711,108774,50649,-100576,-114826,Spoofed
47385,7712,108775,50650,-100575,-114825,Spoofed
47386,7713,108776,50651,-100574,-114824,Spoofed
47387,7714,108777,50652,-100573,-114823,Spoofed
47388,7715,108778,50653,-100572,-114822,Spoofed
47389,7716,108779,50654,-100571,-114821,Spoofed
47390,7717,108780,50655,-100570,-114820,Spoofed
47391,7718,108781,50656,-100569,-114819,Spoofed
47392,7719,108782,50657,-100568,-114818,Spoofed
47393,7720,108783,50658,-100567,-114817,Spoofed
47394,7721,108784,50659,-100566,-114816,Spoofed
47395,7722,108785,50660,-100565,-114815,Spoofed
47396,7723,108786,50661,-100564,-114814,Spoofed
47397,7724,108787,50662,-100563,-114813,Spoofed
47398,7725,108788,50663,-100562,-114812,Spoofed
47399,7726,108789,50664,-100561,-114811,Spoofed
47400,7727,108790,50665,-100560,-114810,Spoofed
47401,7728,108791,50666,-100559,-114809,Spoofed
47402,7729,108792,50667,-100558,-114808,Spoofed
47403,7730,108793,50668,-100557,-114807,Spoofed
47404,7731,108794,50669,-100556,-114806,Spoofed
47405,7732,108795,50670,-100555,-114805,Spoofed
47406,7733,108796,50671,-100554,-114804,Spoofed
47407,7734,108797,50672,-100553,-114803,Spoofed
47408,7735,108798,50673,-100552,-114802,Spoofed
47409,7736,108799,50674,-100551,-114801,Spoofed
47410,7737,108800,50675,-100550,-114800,Spoofed
47411,7738,108801,50676,-100549,-114799,Spoofed
47412,7739,108802,50677,-100548,-114798,Spoofed
47413,7740,108803,50678,-100547,-114797,Spoofed
47414,7741,108804,50679,-100546,-114796,Spoofed
47415,7742,108805,50680,-100545,-114795,Spoofed
47416,7743,108806,50681,-100544,-114794,Spoofed
47417,7744,108807,50682,-100543,-114793,Spoofed
47418,7745,108808,50683,-100542,-114792,Spoofed
47419,7746,108809,50684,-100541,-114791,Spoofed
47420,7747,108810,50685,-100540,-114790,Spoofed
47421,7748,108811,50686,-100539,-114789,Spoofed
47422,7749,108812,50687,-100538,-114788,Spoofed
47423,7750,108813,50688,-100537,-114787,Spoofed
47424,7751,108814,50689,-100536,-114786,Spoofed
47425,7752,108815,50690,-100535,-114785,Spoofed
47426,7753,108816,50691,-100534,-114784,Spoofed
47427,7754,108817,50692,-100533,-114783,Spoofed
47428,7755,108818,50693,-100532,-114782,Spoofed
47429,7756,108819,50694,-100531,-114781,Spoofed
47430,7757,108820,50695,-100530,-114780,Spoofed
47431,7758,108821,50696,-100529,-114779,Spoofed
47432,7759,108822,50697,-100528,-114778,Spoofed
47433,7760,108823,50698,-100527,-114777,Spoofed
47434,7761,108824,50699,-100526,-114776,Spoofed
47435,7762,108825,50700,-100525,-114775,Spoofed
47436,7763,108826,50701,-100524,-114774,Spoofed
47437,7764,108827,50702,-100523,-114773,Spoofed
47438,7765,108828,50703,-100522,-114772,Spoofed
47439,7766,108829,50704,-100521,-114771,Spoofed
47440,7767,108830,50705,-100520,-114770,Spoofed
47441,7768,108831,50706,-100519,-114769,Spoofed
47442,7769,108832,50707,-100518,-114768,Spoofed
47443,7770,108833,50708,-100517,-114767,Spoofed
47444,7771,108834,50709,-100516,-114766,Spoofed
47445,7772,108835,50710,-100515,-114765,Spoofed
47446,7773,108836,50711,-100514,-114764,Spoofed
47447,7774,108837,50712,-100513,-114763,Spoofed
47448,7775,108838,50713,-100512,-114762,Spoofed
47449,7776,108839,50714,-100511,-114761,Spoofed
47450,7777,108840,50715,-100510,-114760,Spoofed
47451,7778,108841,50716,-100509,-114759,Spoofed
47452,7779,108842,50717,-100508,-114758,Spoofed
47453,7780,108843,50718,-100507,-114757,Spoofed
47454,7781,108844,50719,-100506,-114756,Spoofed
47455,7782,108845,50720,-100505,-114755,Spoofed
47456,7783,108846,50721,-100504,-114754,Spoofed
47457,7784,108847,50722,-100503,-114753,Spoofed
47458,7785,108848,50723,-100502,-114752,Spoofed
47459,7786,108849,50724,-100501,-114751,Spoofed
47460,7787,108850,50725,-100500,-114750,Spoofed
47461,7788,108851,50726,-100499,-114749,Spoofed
47462,7789,108852,50727,-100498,-114748,Spoofed
47463,7790,108853,50728,-100497,-114747,Spoofed
47464,7791,108854,50729,-100496,-114746,Spoofed
47465,7792,108855,50730,-100495,-114745,Spoofed
47466,7793,108856,50731,-100494,-114744,Spoofed
47467,7794,108857,50732,-100493,-114743,Spoofed
47468,7795,108858,50733,-100492,-114742,Spoofed
47469,7796,108859,50734,-100491,-114741,Spoofed
47470,7797,108860,50735,-100490,-114740,Spoofed
47471,7798,108861,50736,-100489,-114739,Spoofed
47472,7799,108862,50737,-100488,-114738,Spoofed
47473,7800,108863,50738,-100487,-114737,Spoofed
47474,7801,108864,50739,-100486,-114736,Spoofed
47475,7802,108865,50740,-100485,-114735,Spoofed
47476,7803,108866,50741,-100484,-114734,Spoofed
47477,7804,108867,50742,-100483,-114733,Spoofed
47478,7805,108868,50743,-100482,-114732,Spoofed
47479,7806,108869,50744,-100481,-114731,Spoofed
47480,7807,108870,50745,-100480,-114730,Spoofed
47481,7808,108871,50746,-100479,-114729,Spoofed
47482,7809,108872,50747,-100478,-114728,Spoofed
47483,7810,108873,50748,-100477,-114727,Spoofed
47484,7811,108874,50749,-100476,-114726,Spoofed
47485,7812,108875,50750,-100475,-114725,Spoofed
47486,7813,108876,50751,-100474,-114724,Spoofed
47487,7814,108877,50752,-100473,-114723,Spoofed
47488,7815,108878,50753,-100472,-114722,Spoofed
47489,7816,108879,50754,-100471,-114721,Spoofed
47490,7817,108880,50755,-100470,-114720,Spoofed
47491,7818,108881,50756,-100469,-114719,Spoofed
47492,7819,108882,50757,-100468,-114718,Spoofed
47493,7820,108883,50758,-100467,-114717,Spoofed
47494,7821,108884,50759,-100466,-114716,Spoofed
47495,7822,108885,50760,-100465,-114715,Spoofed
47496,7823,108886,50761,-100464,-114714,Spoofed
47497,7824,108887,50762,-100463,-114713,Spoofed
47498,7825,108888,50763,-100462,-114712,Spoofed
47499,7826,108889,50764,-100461,-114711,Spoofed
47500,7827,108890,50765,-100460,-114710,Spoofed
47501,7828,108891,50766,-100459,-114709,Spoofed
47502,7829,108892,50767,-100458,-114708,Spoofed
47503,7830,108893,50768,-100457,-114707,Spoofed
47504,7831,108894,50769,-100456,-114706,Spoofed
47505,7832,108895,50770,-100455,-114705,Spoofed
47506,7833,108896,50771,-100454,-114704,Spoofed
47507,7834,108897,50772,-100453,-114703,Spoofed
47508,7835,108898,50773,-100452,-114702,Spoofed
47509,7836,108899,50774,-100451,-114701,Spoofed
47510,7837,108900,50775,-100450,-114700,Spoofed
47511,7838,108901,50776,-100449,-114699,Spoofed
47512,7839,108902,50777,-100448,-114698,Spoofed
47513,7840,108903,50778,-100447,-114697,Spoofed
47514,7841,108904,50779,-100446,-114696,Spoofed
47515,7842,108905,50780,-100445,-114695,Spoofed
47516,7843,108906,50781,-100444,-114694,Spoofed
47517,7844,108907,50782,-100443,-114693,Spoofed
47518,7845,108908,50783,-100442,-114692,Spoofed
47519,7846,108909,50784,-100441,-114691,Spoofed
47520,7847,108910,50785,-100440,-114690,Spoofed
47521,7848,108911,50786,-100439,-114689,Spoofed
47522,7849,108912,50787,-100438,-114688,Spoofed
47523,7850,108913,50788,-100437,-114687,Spoofed
47524,7851,108914,50789,-100436,-114686,Spoofed
47525,7852,108915,50790,-100435,-114685,Spoofed
47526,7853,108916,50791,-100434,-114684,Spoofed
47527,7854,108917,50792,-100433,-114683,Spoofed
47528,7855,108918,50793,-100432,-114682,Spoofed
47529,7856,108919,50794,-100431,-114681,Spoofed
47530,7857,108920,50795,-100430,-114680,Spoofed
47531,7858,108921,50796,-100429,-114679,Spoofed
47532,7859,108922,50797,-100428,-114678,Spoofed
47533,7860,108923,50798,-100427,-114677,Spoofed
47534,7861,108924,50799,-100426,-114676,Spoofed
47535,7862,108925,50800,-100425,-114675,Spoofed
47536,7863,108926,50801,-100424,-114674,Spoofed
47537,7864,108927,50802,-100423,-114673,Spoofed
47538,7865,108928,50803,-100422,-114672,Spoofed
47539,7866,108929,50804,-100421,-114671,Spoofed
47540,7867,108930,50805,-100420,-114670,Spoofed
47541,7868,108931,50806,-100419,-114669,Spoofed
47542,7869,108932,50807,-100418,-114668,Spoofed
47543,7870,108933,50808,-100417,-114667,Spoofed
47544,7871,108934,50809,-100416,-114666,Spoofed
47545,7872,108935,50810,-100415,-114665,Spoofed
47546,7873,108936,50811,-100414,-114664,Spoofed
47547,7874,108937,50812,-100413,-114663,Spoofed
